,id,breed,price,color,age,zip,temp,warmblood,sold,soldhere,forsale,forlease,registered,skills,gender,inches,lnprice
2668,2000243,German Riding Pony,25000,Dun,9.808219178082192,37069,2,False,False,False,,,True,,Gelding,58.0,10.1266311039
2669,1983356,AQHA Quarter Horse,5000,Chestnut,14.810958904109588,85331,3,False,True,False,,,True,,Gelding,66.0,8.51719319142
2670,2000134,Thoroughbred,4000,Bay,5.890410958904109,60102,4,False,True,False,,,True,,Mare,65.0,8.2940496401
2671,2000122,Thoroughbred,2500,Bay,4.052054794520548,40003,2,False,True,,,,False,,Gelding,66.0,7.82404601086
2672,2000124,AQHA Quarter Horse Appendix,12500,Bay,7.723287671232876,30607,4,False,False,False,,,True,,Gelding,65.0,9.43348392329
2673,2000118,Hanoverian,40000,Chestnut,11.726027397260275,6231,11,False,False,False,,,True,Dressage,Gelding,65.0,10.5966347331
2674,2000086,Thoroughbred,2500,Bay,17.06027397260274,98221,4,False,False,False,,,False,Dressage,Gelding,65.0,7.82404601086
2675,2000082,American Saddlebred,5000,Chestnut,4.8054794520547945,40014,4,False,True,,,,True,,Gelding,63.0,8.51719319142
2676,2000170,AQHA Quarter Horse,2500,Black,10.054794520547945,32759,6,False,False,False,,,True,,Mare,59.0,7.82404601086
2677,2000166,APHA Paint,3500,Black,14.057534246575342,32759,11,False,False,False,,,True,,Mare,59.0,8.16051824748
2678,2000148,Thoroughbred,4000,Chestnut,10.054794520547945,38510,11,False,False,False,,,False,,Mare,,8.2940496401
2679,1982158,Hanoverian,29000,Bay,14.057534246575342,92024,3,False,False,False,,,True,Dressage,Mare,66.0,10.275051109
2680,1999802,Cleveland Bay,8500,Bay,1.5534246575342465,97045,5,False,True,False,,,True,,Stallion,,9.04782144248
2681,1999978,Westphalian,45000,Black Bay,13.057534246575342,53142,7,False,True,,,,True,Dressage,Gelding,66.0,10.7144177688
2682,1999958,Oldenburg,25000,Chestnut,21.063013698630137,91301,5,False,False,False,,,True,Dressage (Finished/Proficient),Gelding,66.0,10.1266311039
2683,2000119,APHA Paint,2000,White,8.808219178082192,0,1,False,False,False,,,False,,Gelding,61.0,7.60090245954
2684,1999859,Thoroughbred,16500,Chestnut,8.726027397260275,20198,6,False,False,False,,,True,,Mare,64.0,9.71111565989
2685,1999843,AQHA Quarter Horse Appendix,4500,Sorrel,5.052054794520548,99347,3,False,False,False,,,True,,Gelding,66.0,8.41183267576
